xi0,lambda,slack1,slack2,dist_pct,con_dense1,con_dense2,unc_dense1,unc_dense2,reach_con,reach_unc,nX0,sep1_count,sep2_count,sep1_best_margin,sep2_best_margin
5,5.00000019521732,34.5673661390662,2.52616731140672,23.3770254338025,76.1504858130861,9.13657886490689,76.561987815393,9.96863949279362,3,2,50,0,0,0,0
6,6.00000076926894,30.0894440064383,2.2559828161387,33.4692395352873,71.2956163788795,9.42052947386283,78.8533671516979,9.72683437396826,4,1,50,0,0,0,0
7,7.00000012545304,23.9011764651965,2.08344883311141,56.8382047042253,70.3931649997071,9.42480974218643,57.5898641785173,9.44369923339371,3,1,50,0,0,0,0
8,8.00000099423271,20.6187135091705,2.10381261290551,68.0884454900295,82.977223362963,9.94545110636246,66.0303895372915,9.18516413464891,3,1,50,0,0,0,0
9,9.00000014948046,11.1097447762635,2.16765521367719,90.1124273783157,85.2534421710901,9.55793329321581,58.9052285570855,8.87417415715393,3,1,50,0,0,0,0
10,10.0000001379292,10.7935850209111,2.30402378113546,86.1270204874431,84.2491595297077,10.0903460270907,67.829814876643,8.5710414302697,3,0,50,0,0,0,0
