mu,xi0,ub1,ub2,n_valid_samples,slack_weight,lambda,delta,slack1_max,slack2_max
0.1,10,5.02120345449999,5.00552360542383,157,10,10.0000000854254,109.561455828124,0.00236126296974823,0.00079156152901741
