mu,xi0,ub_req,n_valid_samples,lambda,delta,slack1_max,slack1_p50,slack1_p90,slack1_p99,slack1_nz_frac,slack2_max,slack2_p50,slack2_p90,slack2_p99,slack2_nz_frac
0.1,10,20,250,10.0000000854254,107.993487083217,1.35358584957004e-07,1.34240906581005e-07,1.34722848067785e-07,1.35062918161029e-07,0,1.35201759481332e-07,1.34309126098724e-07,1.34733577563259e-07,1.35048432989747e-07,0
