mu,xi0,ub_req,n_valid_samples,slack_weight,lambda,delta,slack1_max,slack1_p50,slack1_p90,slack1_p99,slack1_nz_frac,slack2_max,slack2_p50,slack2_p90,slack2_p99,slack2_nz_frac
0.1,10,5,250,100,10.0000000854254,118.828577317377,11.1007826009325,0.00804562947973345,0.0828824352133485,6.23742133379855,1,3.83555751958612,0.00804049403147447,0.00817312353623491,1.07838455872871,1
