mu,xi0,ub1,ub2,n_valid_samples,feasible,lambda,delta,pinf,dinf,feasratio
0.1,10,5.00826792662161,5.00807054708265,156,1,10.0000000854254,112.532017061735,0,0,-0.960344214006883
