sample_idx,x1,x2,th,v,slack1,slack2
1,-0.50183952461055,-1.53240783716654,3.18155745092401,0.184471556341021,15.0976723562148,0.000137517088438601
2,-1.37592543823025,-1.44291170934645,2.89067494432964,0.891081010254041,0.000133767437099134,0.000134074118862066
3,-1.37602191865519,1.17610075708118,2.9296875814265,0.61459511684349,0.00013393080184157,0.00013157917686054
4,1.46470458309974,0.133844367905286,3.21196966288251,0.487384669288891,0.000134173614184455,0.000130827408870705
5,0.404460046972835,1.57557033220383,3.36758855145967,0.385251929012007,3.42323059999651,0.000131557534216263
6,1.87963940864798,-0.753111728817807,3.5984285561575,0.641731087913618,0.000133088721546531,0.000132332541759134
7,-1.2727001311716,-1.86587026105688,2.50443155676522,0.646380620846879,6.21591802454724,0.000133415579906563
8,0.0990257265289514,1.507062547047,3.97522588591352,0.732370395776965,0.000131112424047646,0.000132049309342621
9,0.447411578889518,-1.55747305217917,2.22061882944967,0.193802322527513,5.53302530395292,0.000130609098209306
10,-1.44202455739183,1.38580916693807,4.05147334043442,0.446060194880331,0.000127732200712084,0.000131660827491036
11,-0.831421405859127,-1.49004535067207,2.83083193643822,0.538900361759138,1.69040712178715,0.000131653474186311
12,1.14070384557205,-1.4003302906049,2.63218668823636,0.64058595989352,0.000132597402976475,0.000130969170321296
13,-1.73979362805888,-0.992803764372189,3.59429756706184,0.525244019505862,0.000134269061908339,0.000134207657948254
14,1.79554214901333,-0.617216025984322,2.66537747432435,0.141083870952145,0.000133698495200966,0.000131631943425699
15,1.86252813229824,-1.2736091327943,2.960530315227,0.226021687797986,0.00013197468378746,1.26778541939771
16,1.23358939246584,1.63380224533451,2.34967273932794,0.349132877012175,0.000134070125213094,0.000131655789596857
17,-0.239390025041595,1.78913335844726,3.19429472110172,0.276487941464554,0.000133060911583463,0.00013161846817032
18,-1.51184706062088,-1.38659438753568,3.57941812031486,0.649702063968191,0.000134179496605707,0.000133043698514959
19,1.63728160831513,0.445816941738591,2.6317389400337,0.564915365601381,0.00013375583701439,0.000132713935509434
20,-0.964880073599932,-1.92755926471664,4.11114443385357,0.104955219244379,29.8132480395267,2.05986966041585
21,0.650089137415928,1.48849563577661,3.10713073666696,0.106897629384303,28.5107541823903,0.000137525349255009
22,-0.753155695642356,1.72847312993445,3.78246195120769,0.297161928191672,0.000133404552156734,0.00013164204088851
23,-1.26058217789789,1.68999752470918,3.42046424251083,0.404974584404876,0.000132780315241761,0.00013166239020059
24,1.87833851105823,0.828954537253594,4.08700960271134,0.822327111621832,0.000131746323797679,0.00013326939469661
25,1.10053129344446,-1.38984382834295,3.35440795204953,0.614843779032371,0.0001110167290526,0.00013160434599957
26,1.75799576625676,0.305153440667253,3.81010023751173,0.561400953360775,0.000134169627718875,0.000133142256171872
27,1.5793094017106,0.426860185531424,3.94627278873451,0.364139940887309,0.783477108460572,0.000131242107429155
28,1.68749694009247,0.945776942498891,2.53850077658473,0.457313537113473,0.000134022101660011,0.000133107188737982
29,-1.21606855032342,1.70227405162711,2.95525111650053,0.655359864506021,0.000133068862729722,0.000133161065224068
30,-0.698678676946943,-1.54704781663698,3.97939912407862,0.410700828521523,0.0986661998291048,0.000130602845892263
31,-0.445290841242072,1.93936479584934,2.83459910828586,0.556670744846028,7.1189390170809,0.000132747873767903
32,1.31495003660772,-1.50134927518693,3.72912391881286,0.544191922306107,0.00013190757512104,0.000131660884415842
33,-0.572986693225643,1.68336753046949,2.6699475173533,0.732032889428498,0.000132605111993038,0.000133036538428605
34,-1.43630310010095,0.365101742979717,3.49250834207232,0.347258372967568,0.000129202650899977,0.00012829040255457
35,1.94754774640207,-0.659211033416396,3.04057511615999,0.469918967738991,0.000134179302473506,1.70761233388248
36,0.916028672163949,1.67942246565104,2.29485919870236,0.95955446033649,0.000134114497305165,0.000134107547802397
37,1.45241370350237,-1.10158070824007,2.58018396451282,0.33184649830035,0.000134066434668752,0.000130744638798779
38,-1.74576659885591,-1.29445205397511,3.13482117861909,0.717930922143346,0.000134082351076668,0.000133692578501675
39,0.918424713352256,1.6593836042724,3.55030245184578,0.510612858059988,0.000132213888253344,0.000131581564125746
40,1.54885097030531,0.322353401112174,2.99121427874005,0.208922500436674,0.000133566466756554,0.000130172441853247
41,0.245108790277985,1.84428126987782,2.31244184217527,0.419294162652386,0.000130701440086687,0.000132962792108858
42,0.0909313175279762,-1.65860132768542,2.66859585970491,0.710802961005308,0.000131749118485217,0.000133034472429197
43,-0.289835926565801,1.98749700738379,2.26073063983889,0.425727991754078,10.1542186290561,2.85952314335431
44,0.0342827646588111,1.59221715776285,2.83789762669528,0.886328734119711,0.000130793746056922,0.000133072848673926
45,1.63026589570437,-1.17944143807197,2.23979605862993,0.751575749919484,0.000134170059570516,0.000133113161538579
46,-0.358468307857481,-1.85380132860762,2.23600252444098,0.912207976557257,0.000133782002143415,0.000133701913271793
47,1.71879060937029,0.0975610773103202,3.21061928032863,0.365536636888741,0.000134269051274897,0.000133035499527117
48,1.48584236075087,0.238561325232872,3.49656530247642,0.139365165078053,3.55234611008438,0.000129818536621264
49,1.21468830759646,-1.37903901627715,4.17651571163111,0.210702965611371,6.98062635547561,0.000131484525194848
50,-1.25371976445586,-1.27228747801892,3.48054786018561,0.602778156805383,0.000132455239921836,0.000131789869471592
51,1.57023599395991,1.44714248405407,3.26261395992911,0.408850617855392,0.000134129320890999,0.000133135311226109
52,0.157368967662603,1.78446184853453,3.62466595259936,0.756256138794503,0.000134182894381741,0.000133161735904432
53,1.58436519969397,-0.917021307425785,2.22035693018273,0.861043926690916,0.000132866107884702,0.00013286433988222
54,-1.08825934983223,-1.89845457735862,2.46154872630219,0.705669960154989,4.01454469819872,0.000131970116959887
55,-0.649539314385488,-1.5835656720617,3.76038160447006,0.487886698461967,0.194335829183032,0.000131200788209391
56,1.77163881565008,1.19966434149276,4.03627178655856,0.386980136489025,0.000132417905683858,0.000132771440351524
57,-0.545481590482824,-1.60223442896262,4.17304768851974,0.735027276379442,0.000133733317059115,0.000133065502618218
58,1.88712833088384,-1.02731123600218,4.03590138952759,0.719564516642923,1.26390018901955,0.000133407130299995
59,1.84978917976844,0.889067727422637,3.22527867155508,0.437097598318109,0.000134264178493209,0.000132811454201561
60,-0.992870816698543,1.42278587242514,3.85794551018718,0.250174181528878,8.16078479566863,0.000131460735374576
61,-1.85245221058187,-1.18006281833672,3.67622977206416,0.411289714664072,0.000130820411377675,0.608049413716759
62,0.010716092915446,1.58534327408448,3.82450710143964,0.122902983915176,16.3201030755785,0.000136824789538689
63,-0.885414143053554,-1.65796587658213,3.57878652619323,0.673212085709269,0.000132465768769297,0.000133018442325072
64,1.63306354386661,-1.16845497941589,2.17012922626493,0.406543749923163,0.000134091423707143,0.000131625780525236
65,-1.04175243733211,-1.89387118450472,2.72926564648159,0.164540699962886,33.7390232431118,0.000131363678438691
66,-1.42042051163511,-1.27425825964081,2.64545678019255,0.468666005405709,0.334886428277446,0.000132998223014257
67,1.9426018164424,-0.314301797630008,2.27795364197567,0.709408575761508,1.63543501777988,0.000130100076195516
68,-1.031778913954,1.5706868443079,4.05675497809844,0.645201324507421,0.000132497927556298,0.000132934665557457
69,-1.25392595840058,1.79381322784863,4.04342916225396,0.13509641131742,20.4165977468364,0.000131090001592973
70,-1.83689943378094,1.05442317663904,2.33811231620767,0.127860211827409,12.884247876244,0.000129937794171235
71,0.363571772752967,-1.43954729693419,3.80645776830989,0.449188083952183,1.76477564269176,0.000131139780314232
72,0.71025744736913,1.47387190359165,2.89157066410731,0.244022442816875,9.42608634543996,0.000137492689426784
73,0.0483722331971239,1.57820890757637,3.91244878275389,0.780592252555159,0.000131768667857945,0.000132455585806325
74,1.74691995494694,0.533912879304589,2.45782399672609,0.382570045639618,0.00013413676009622,0.000133132326391102
75,-1.44991622341603,-0.968449258267191,3.54989725939333,0.899563305077813,0.000134161070738109,0.000131412495595778
76,-1.54610591503764,1.3397209471972,4.13770832891904,0.844036623767339,0.000132997180737,0.00013314832906936
77,1.50935741352392,0.102760729210743,3.8169943666826,0.359564894036871,0.903949927355529,0.000130829398482232
78,0.220803246397849,1.657195226242,3.11449519972981,0.406348393829055,1.19481542597685,0.000131618445247847
79,0.118602313424026,-1.52899566843944,3.36412828603033,0.587266846612827,1.11837968948131,0.000131569308113094
80,-1.6275889287764,-0.903779117251176,2.46057626703655,0.59834033682221,0.00013257088638439,0.000132871156702723
81,1.58886303181331,0.216712010063174,3.14696703156719,0.587534331169004,0.000134275656940057,0.000133009427796537
82,1.60167222865332,0.605681553407457,2.92935299526477,0.785711631344383,0.000134137240185893,0.000133362551671204
83,-0.603161701549356,-1.95601668536608,2.23717485328901,0.372099924416344,9.34375877640893,1.41078686206049
84,0.903822715480957,-1.45245747972477,2.14845543389163,0.333401407585385,0.00013229238359456,0.000130270410247207
85,1.58844103981031,1.60007456739242,2.37748671640772,0.275161453034385,7.59540204871235,0.000131660239281433
86,1.54834569706047,1.49556031025006,4.11153867514644,0.151882823979122,0.000134070253626299,0.000131563244619628
87,-1.6634401400198,0.660146698185022,3.00021654056327,0.969775647279767,0.000134274039979236,0.000133370891409467
88,-1.35348514362154,-1.2985148855062,2.74746128437415,0.601937943625039,0.000125392995282443,0.00013295941823617
89,1.59421675410832,1.65764778369984,3.15445614104197,0.412549335127457,3.91522874243433,0.000131164620913579
90,-1.96321179353348,-0.46744588700201,2.31569869960691,0.225277031211126,24.4176856841522,0.946154700557381
91,0.654007076432223,-1.81213613289978,2.54686441377123,0.663610889278957,0.000133892534986529,0.00013311655737418
92,0.194935157466344,-1.66880532829949,2.41279521022788,0.994463550009728,0.000134017515490618,0.000133977968988572
93,0.273234413341886,1.74731895729903,2.34862312502382,0.967625962448962,0.00013418364306238,0.000134144473291285
94,-1.62530092868763,0.930288388841001,2.72957308613634,0.918509149843518,0.000134149186794703,0.000133476113015496
95,-0.939190529273098,-1.87526745975486,3.54405442650329,0.580047965888826,2.36395593180993,0.000132591801553938
96,1.89204221900978,0.380311722801019,3.16132631264083,0.217587109441117,0.000134284055759325,0.000129538534690424
97,-0.427609101332958,-1.794296746063,4.18187211167358,0.811458814847396,0.000134283632760359,0.000134204451501957
98,1.56818622070845,-0.0145350111950546,3.79917044834027,0.212338732570163,3.89055998580051,0.000131022052896385
99,0.307615538505436,-1.57360698746491,3.1982281631679,0.949637884442858,0.000129263081337438,0.000131668709783164
100,-0.0299292247245444,-1.69944887305676,2.98678205482431,0.233916372464604,2.85954061469223,0.000131612011982305
101,-1.2915572823718,1.2764092706968,2.96174642784509,0.437796917127642,0.000129906071419804,0.000130711374799508
102,1.76183433741166,1.19766351587592,3.82758641791323,0.357205199973283,0.000133872104200517,0.000132801502457361
103,1.81571430801035,0.778785883417707,3.63087346808621,0.282900781977479,0.00013383795252099,0.000132967501510764
104,1.65945756088179,-0.911419451080149,3.70562350388274,0.785618372239927,0.000134048458807957,0.000134081460334933
105,-1.93817353388453,-0.556104412239893,2.96598599802223,0.560147915980676,0.000133544540171973,2.20789571349526
106,-0.287263406730743,1.66925430184897,2.13459131297518,0.619551126309818,0.000133953830121449,0.000133757953480726
107,1.40454668606743,1.49178334350563,2.11978079344458,0.616176056310016,0.000134022668458985,0.000133136470322278
108,-1.32202901325563,1.2262445914458,4.13826031523087,0.280427063975562,6.73293065000348,0.000131613298180488
109,1.74461909664312,0.76910625807141,4.10412772663006,0.86856577025988,0.000134176568318716,0.000134190783082722
110,-1.4396639390539,1.77623735874645,2.2998187792178,0.50348714983248,0.00013231363837322,1.22956256632886
111,0.0733186094549469,-1.84229275452598,3.11696494855849,0.559389240103809,0.000129650850732925,0.000131662741502141
112,1.50949228771182,0.822300690062754,2.40865629084891,0.663933259983889,0.000130518093347635,0.000132787617150484
113,0.963074471016818,1.70099326966266,2.77439477353671,0.933744346057078,0.000133094324163481,0.000133150870791075
114,-0.562035395120979,1.66195319035217,2.88165368584947,0.718949838187505,0.000131598226083136,0.000131605835681334
115,-0.825632622942027,-1.8642160856568,2.92058428824057,0.750436261928406,0.141250244723115,0.000133120006885446
116,1.46828927432041,1.69758478150612,3.96277290582958,0.369456029534513,0.000133826036908752,0.00012935700610782
117,0.0453695954437512,1.77706595645374,3.74248170062291,0.823993486911554,0.000134184897053303,0.000134193749005177
118,1.1931807158671,1.44817060395725,3.53562106060763,0.289634467480483,0.67774308126766,0.00013116557951097
119,-1.62407224063652,-1.51773245689088,3.42894675465817,0.112883749900354,5.30909641921317,0.000130661866799385
120,0.313120563984696,-1.69218719348316,3.47534272780473,0.764082566705377,0.000132465187597725,0.000133132290421949
121,-1.85623090481303,0.785155103512559,3.96912531459423,0.850730137300608,0.000132771601035547,0.000133881944700113
122,-0.853834991486862,-1.73857463680423,2.23399080970802,0.778085130031272,0.000134171474801846,0.000134187932484678
123,-1.85060724500314,1.16289265935585,3.63887277594283,0.789504339516028,0.000110013117479272,0.000130098186725915
124,-1.49175794939246,1.54391099294475,2.18167462131735,0.179744242572711,0.000134183086125376,0.00013157691236712
125,-1.13671589001263,-1.90239687377385,2.24536818266808,0.466788727929188,8.14955401370258,0.0342992601724129
126,0.491561903276001,1.48039549560372,2.24363484403732,0.466395840213065,0.168710889844391,0.000130650847449128
127,-1.79327311532557,1.4988066907368,4.09768694642387,0.413938480572531,15.6571402486479,0.000133111794298932
128,0.162540486440426,1.75627079405158,2.83424312227342,0.8274116890083,0.000133112822132541,0.000133145635570296
129,1.90340831785014,-0.597152738193159,3.71682566415066,0.959603686562531,0.000133379500491695,0.000131023516776576
130,-1.89859702633817,1.07309365545807,2.64950704378389,0.145203410317576,10.2505065876392,1.84207995974544
131,1.8505936587117,-0.328932871330665,2.13826212619616,0.165611651831113,6.65551707456072,0.000131485386432057
132,-1.30682271971662,-1.55810354747442,3.70545229587286,0.352904049017842,0.000132977026807241,0.000131559113440308
133,0.640789506870925,-1.83162724145455,3.3824752505621,0.389346131123094,0.000127854048636861,0.000131650086591357
134,-0.880264412216229,-1.92850426106634,3.7167842987093,0.528793287709412,6.15401969483188,0.000114491821318705
135,-1.00907604199537,1.7998447358009,2.7076801419325,0.683035701391476,0.000133236827132617,0.000133105640953052
136,1.03138444185748,-1.64235599075096,3.35497295594814,0.899793172238859,0.000132888399806173,0.000133153160402793
137,-1.53570943797234,1.51647323024866,3.66115590562211,0.504414767835678,0.000133914406589678,0.000133149710352064
