mu,xi0,ub1_req,ub2_req,n_valid_samples,slack_weight,lambda,delta,ds,dv,seed,m1,m2,l1,l2,lc1,lc2,I1,I2,g,slack1_max,slack2_max
15,1e-08,500,500,250,100,1.87185609940563e-07,2520.23576242176,4,2,42,1,1,4,4,2,2,0.02,0.02,9.81,2580.47266457328,267.445335410357
