mu,xi0,ub_req,n_valid_samples,slack_weight,ds,dv,lambda,delta,seed,slack1_max,slack2_max
0.1,1e-08,5,250,1e-05,4,4,1.09456316972482e-08,6.1430286746907e-10,42,33.7390232431118,3.22153384496265
