success,outcome,time_to_target,sim_duration,control_effort,min_safety_margin,n_infeasible,n_steps,mean_step_ms,total_solve_ms,dt_mpc,N_hor,T_hor_actual,method,cand_id,N_CANDIDATES,seed,u1_max,u2_max
True,REACHED,0.23500000000000013,0.23500000000000013,3688.6190456795152,1.240245010691865e-06,0,47,337.7211470859115,15872.893913037842,0.005,40,0.2,Vanilla MPC,132,150,42,679.2,500.1
False,INFEASIBLE_STEP1,,0.0,0.0,4.576980161796696,1,0,6647.825791995274,6647.825791995274,0.005,40,0.2,Vanilla MPC,133,150,42,679.2,500.1
False,INFEASIBLE_STEP1,,0.0,0.0,5.945018170454648,1,0,3759.7370829898864,3759.7370829898864,0.005,40,0.2,Vanilla MPC,134,150,42,679.2,500.1
True,REACHED,0.30500000000000016,0.30500000000000016,29665.576375402732,0.05462848002917298,0,61,307.3049699183893,18745.60316502175,0.005,40,0.2,Vanilla MPC,135,150,42,679.2,500.1
True,REACHED,0.29000000000000015,0.29000000000000015,18699.818183733092,6.912642120937562e-06,0,58,314.50872553350877,18241.50608094351,0.005,40,0.2,Vanilla MPC,136,150,42,679.2,500.1
False,INFEASIBLE_STEP1,,0.0,0.0,6.378399664402607,1,0,3508.8562500022817,3508.8562500022817,0.005,40,0.2,Vanilla MPC,137,150,42,679.2,500.1
False,INFEASIBLE_STEP1,,0.0,0.0,1.5741215514493554,1,0,5004.372166993562,5004.372166993562,0.005,40,0.2,Vanilla MPC,138,150,42,679.2,500.1
True,REACHED,0.08,0.08,818.5044876166461,1.156406313534724,0,16,302.70554950311634,4843.2887920498615,0.005,40,0.2,Vanilla MPC,139,150,42,679.2,500.1
False,INFEASIBLE_STEP1,,0.0,0.0,3.7681746798407687,1,0,3155.7495829911204,3155.7495829911204,0.005,40,0.2,Vanilla MPC,140,150,42,679.2,500.1
True,REACHED,0.2500000000000001,0.2500000000000001,5223.279319273877,1.353779409216063,0,50,279.89905997994356,13994.952998997178,0.005,40,0.2,Vanilla MPC,141,150,42,679.2,500.1
True,REACHED,0.30000000000000016,0.30000000000000016,22623.823587403975,0.000332934874963442,0,60,287.8800798168716,17272.804789012298,0.005,40,0.2,Vanilla MPC,142,150,42,679.2,500.1
