x1,x2,x3,x4,x5,u1_full,u2_full,u1_zero,u2_zero,u1_k0,u2_k0,k1_lambda,mu_val,xi0
-1.06364970288159,1.9253600333551,-0.201087958795583,0.241555203117595,2.1066874405198,83202.7000435044,4724.0099836317,83202.6999916619,4724.00997989761,83185.4300487055,4722.99237979931,1.70115567681868e-07,15,1e-08
0.37678576602479,1.08444233691417,-0.405182224837942,0.381101875096317,-0.612878795559867,22303.5390146137,2369.60560311693,22303.5390170572,2369.60560372347,22357.1683568447,2365.66716345133,1.70115567681868e-07,15,1e-08
-0.170015145471487,1.33437720628323,-0.373640775027784,-0.036820124620999,2.62522112199447,-50261.5073886966,-8911.58311166602,-50261.5074012343,-8911.58311478504,-50272.5871606719,-8914.10882981262,1.70115567681868e-07,15,1e-08
-0.503353789507409,1.82250855704837,-0.319328871819078,-0.210821268326592,2.20796838951017,-27777.8633516942,-1771.16022345942,-27777.8633544163,-1771.16022452631,-27758.8304469209,-1767.67886332431,1.70115567681868e-07,15,1e-08
-1.60995339889391,1.54318539189286,-0.296346665635052,-0.181153425644539,2.5136307398666,36651.2741334972,7565.10504708775,36651.2741390945,7565.10504682079,36817.6639291696,7565.40212613297,1.70115567681868e-07,15,1e-08
-1.61001369915949,1.93857568731374,-0.257738190789456,0.196948258364394,-0.0455416634866079,-35202.6441043729,512965.030898537,-35202.6440636018,512965.030892644,-35252.1690584785,512973.000877729,1.70115567681868e-07,15,1e-08
-1.8547909695795,2.28179103909762,-0.244539971036506,0.0675580339914962,0.156237000819884,8486.63410051841,119363.939329547,8486.63412300576,119363.939323654,8416.11880102215,119383.807006729,1.70115567681868e-07,15,1e-08
0.165440364437338,0.979667517581972,-0.0442836545124641,-0.0135058690227429,0.699247183988867,-599901.503989414,-98233.7933821608,-599901.503958438,-98233.7933832734,-599825.675445638,-98237.8032318427,1.70115567681868e-07,15,1e-08
-0.497212470641978,1.89386437882374,0.00957319082604124,-0.297225921223826,-0.293872233031458,-903946.645941187,510355.708425847,-903946.645853262,510355.708392591,-904742.681617138,510662.632258144,1.70115567681868e-07,15,1e-08
-0.229818555509886,1.15509685811981,-0.191120791873644,0.375455687498903,0.681048516593896,23710.6923213711,5808.80025179514,23710.6923277443,5808.80025156286,23721.0578043409,5807.38820628696,1.70115567681868e-07,15,1e-08
-1.94853876426049,1.43895427805545,0.407296419920728,0.281020447507406,-1.16281053517569,-40987234.7105254,7634670.62882708,-40987234.7104218,7634670.62884738,-40987055.7514055,7634701.52285208,1.70115567681868e-07,15,1e-08
0.424774630404986,0.850660936662723,0.0531397233389546,-0.35936139826077,2.34664535862891,-2744915.91546712,-427880.482625437,-2744915.91554236,-427880.482646762,-2744491.8853979,-427761.189001662,1.70115567681868e-07,15,1e-08
0.0811066020010545,1.00951382211104,0.287476928033407,-0.132611545397863,-0.544073599600196,121859.294594988,18685.5485678061,121859.294589725,18685.5485683435,121666.200247168,18692.2228587597,1.70115567681868e-07,15,1e-08
-1.46915222330431,1.29296631958264,0.424237832420843,0.0421320936388914,0.824222905882796,6239.18671094355,2264.36170355144,6239.18671551446,2264.36170424479,6333.67658308646,2271.84838639745,1.70115567681868e-07,15,1e-08
-1.54543758198225,1.32720280506395,-0.336864885424195,-0.045661377228468,2.55393832947007,36066.5684034997,8928.49821869748,36066.5684114973,8928.49821917659,36229.3399090629,8943.57665307385,1.70115567681868e-07,15,1e-08
-1.54148872536642,2.18679396097595,-0.0721255162843655,-0.102204161262262,2.11807701294454,13375.4381048212,-2116.62271164103,13375.4381030693,-2116.62271176404,13385.953838113,-2119.5693513905,1.70115567681868e-07,15,1e-08
-1.23939439260116,1.94357333126333,-0.0667895982853912,0.218831897560529,1.93677939292675,48333.006850648,1979.86374674822,48333.006804519,1979.86374376818,48330.9743414796,1979.74289104089,1.70115567681868e-07,15,1e-08
-0.688108920919405,2.29871012170226,-0.145527749561646,-0.445496495762163,1.2469646479762,4680.30356123337,-194.776204824242,4680.30356386436,-194.776205978207,4711.2828951609,-220.947183176068,1.70115567681868e-07,15,1e-08
-0.920137453394711,1.72352423930775,-0.49109413344836,-0.0285896608740581,0.563239715506089,3472.1587175839,4047.19150738891,3472.15872126551,4047.19150740893,3330.23667926284,4080.32737940011,1.70115567681868e-07,15,1e-08
-1.2719271495049,1.17262411366375,0.315972107778095,-0.237818309610399,0.602701362016247,30703.3665154678,10512.4595917278,30703.366522357,10512.4595926621,30761.911116162,10517.3170294651,1.70115567681868e-07,15,1e-08
-0.470367763194051,1.30511058703895,-0.388440678446097,-0.415381614765241,-0.84852045778171,9555362.66154983,-209248.182884889,9555362.66148021,-209248.182866357,9556703.76807679,-209573.080940577,1.70115567681868e-07,15,1e-08
-1.6512653483699,1.29305670970101,0.495480597921759,-0.0351128419970345,-0.938161559044286,-31968596.1900555,5958517.96040706,-31968596.1899122,5958517.96042488,-31968135.3726937,5958571.89849139,1.70115567681868e-07,15,1e-08
-1.26963837866195,1.30332125696441,0.272958491911182,-0.328631308929431,2.20883492197269,31160.8828856966,6099.55806975391,31160.8828805087,6099.55806848843,31197.4411104018,6105.59289302877,1.70115567681868e-07,15,1e-08
-1.08409539176577,1.8374366253983,0.0800100176065145,-0.241775718109791,0.451605275123797,23536.0830970378,12587.3632223476,23536.083103967,12587.3632212138,23500.0059613783,12595.9915370803,1.70115567681868e-07,15,1e-08
-0.85982503945741,1.61828960241141,-0.345393582258403,0.00700872951007592,-0.981689143784992,107726597.110874,-26778780.4148056,107726597.110511,-26778780.4146832,107728974.353967,-26779571.2226166,1.70115567681868e-07,15,1e-08
-0.0370600965174659,1.39416708145426,0.015392971393247,0.473708979932821,1.47979528352854,-1483879.60765547,-118025.977219627,-1483879.60766068,-118025.97722747,-1483870.96881076,-118014.12666842,1.70115567681868e-07,15,1e-08
-1.5008155446041,1.02983569219759,-0.238891259142191,0.184255006803556,1.56162996196685,-917.631970766484,-629.568120406966,-917.631932282974,-629.56811074039,-917.437554241131,-629.581939363331,1.70115567681868e-07,15,1e-08
-0.714413903965971,0.83412957094824,-0.247677475456931,-0.220378201843175,-0.28077871945597,-312886.114145904,191769.90131572,-312886.114070887,191769.901325512,-314141.737830198,191614.406878891,1.70115567681868e-07,15,1e-08
-0.518963577844894,1.13735393131988,0.329529249382485,-0.117593947424623,0.459961276776913,-9920.62285816221,537.027059594163,-9920.62285825621,537.027059869531,-9897.94555139229,537.065548305944,1.70115567681868e-07,15,1e-08
-1.88387396820001,0.9656771268291,-0.119355576040565,-0.0938668476790228,1.11754650279221,14560.6523506582,3471.93263274557,14560.6523717623,3471.9326382748,14544.7178625327,3468.08137996242,1.70115567681868e-07,15,1e-08
-0.481137870246404,2.01083628936042,-0.0492761966091959,-0.346362376655623,1.20992800276196,-3529.14229473855,106.635905357478,-3529.14229067214,106.63590307528,-3503.82794998454,84.2044203557966,1.70115567681868e-07,15,1e-08
-1.57368969078177,0.97342602530974,0.342964737780118,-0.339345811140319,0.865720620031363,4344.80697644199,1469.59023484947,4344.80698272641,1469.5902363703,4346.64582572287,1469.84508302261,1.70115567681868e-07,15,1e-08
-1.8373710175368,1.9164649301545,-0.412209374281157,-0.351605276512636,0.271933741535106,84766.8700689025,62105.3010749424,84766.8700910487,62105.3010736187,84321.9229506055,62144.9435304374,1.70115567681868e-07,15,1e-08
0.372213843133333,1.39452860295187,0.0946178530910495,0.0216641377369169,-0.921857348454974,79342.9417040084,7402.11759496904,79342.9417030403,7402.11759627668,79315.4247735061,7412.87109586253,1.70115567681868e-07,15,1e-08
0.414080082686398,0.913119586561254,0.0782156813730378,0.174186086739708,-1.10993870436711,135868.683420644,29541.6631024579,135868.683421705,29541.6631037314,135856.262261042,29549.1651835918,1.70115567681868e-07,15,1e-08
0.0209933702911527,2.0528986735554,-0.0747854307333248,0.0907206846108266,0.657252221487487,-47684.8000033853,8962.18516255939,-47684.799984193,8962.18515244455,-47641.7713091786,8938.4056989339,1.70115567681868e-07,15,1e-08
-1.23846557706657,1.69355422887283,0.329774641424093,0.477767185453349,-0.379788408107263,-2297871.89508403,2111833.9979008,-2297871.89500362,2111833.99789046,-2296591.36795188,2111665.83414037,1.70115567681868e-07,15,1e-08
-1.75581971498404,1.1634482162297,0.442890061335693,-0.374125427742348,2.59298962278134,44318.2467592326,11616.390076183,44318.2467649096,11616.3900764068,44246.0505775299,11608.7882890944,1.70115567681868e-07,15,1e-08
-0.289417433719608,2.17923392565633,-0.0346641380863892,0.486474406302755,1.38830471409647,-172085.757247198,34393.2114754865,-172085.757242208,34393.2114700248,-172093.075215672,34402.4592237306,1.70115567681868e-07,15,1e-08
-0.899618765650997,0.869769884176703,-0.0438529490016003,-0.0333260661121081,1.16638530718308,2651.48986442508,1108.61800024607,2651.48986790967,1108.61800110407,2653.31132017827,1108.32615453325,1.70115567681868e-07,15,1e-08
-1.69490441288805,1.11112362534804,0.00206372967074475,-0.281367212222862,0.443116979807965,110296.373398492,37655.3860401427,110296.373418773,37655.3860439095,110104.416092061,37623.0731245895,1.70115567681868e-07,15,1e-08
-0.762057724721825,1.95935001906029,0.223124030833062,0.443280826005757,0.131806867333374,8985.94357842998,38511.9792353154,8985.943591038,38511.9792309001,9469.22616940467,38336.7455569097,1.70115567681868e-07,15,1e-08
-1.91402869721195,1.89357180598446,0.168060290698962,-0.0313866898554074,-0.473289446000068,-3436351.09413529,2465452.65941976,-3436351.09406773,2465452.65941656,-3436273.62957847,2465448.17623475,1.70115567681868e-07,15,1e-08
0.273301005196955,1.24593911793713,-0.277165050793113,-0.15265304478948,-0.956926149875137,183175.511676347,24655.8054758604,183175.511675356,24655.8054779655,183273.526493287,24618.1046705327,1.70115567681868e-07,15,1e-08
-1.35305004599996,0.895617092183673,-0.436104651400657,-0.286189896182043,1.36438100945946,335.521710806549,26.8590082488788,335.521719837578,26.8590106784858,334.748220672944,26.5469900353011,1.70115567681868e-07,15,1e-08
-0.343694289115045,2.12280685234847,0.449254129816789,-0.232124548884198,1.94921081893879,-130242.889033697,19301.1344359592,-130242.889038264,19301.1344334318,-130164.994328664,19332.4344637494,1.70115567681868e-07,15,1e-08
-1.22072230977647,1.28359397429703,-0.238930240266296,0.479219510227219,2.26672729115821,34951.0570662563,7167.10022247514,34951.0570630487,7167.10022140846,34854.8733371648,7150.45238212265,1.70115567681868e-07,15,1e-08
-0.699829947055473,1.10171036266238,0.138596684690592,-0.196026560095226,1.72735721053402,-13424.4122126673,-3190.18186772779,-13424.4122126791,-3190.18186831923,-13394.8630075176,-3178.91456410668,1.70115567681868e-07,15,1e-08
-0.633224301641801,1.59555711414984,0.328438002743722,0.477805923759605,2.42511009491065,-50320.5051145167,-8553.24514729493,-50320.5050999043,-8553.24514533589,-50577.9549801002,-8597.44720101455,1.70115567681868e-07,15,1e-08
-1.53786386118618,2.20319956351143,-0.199723249452814,-0.169785013387913,2.77210357664287,-22283.1469409311,-6619.32403758578,-22283.1469278227,-6619.32404176903,-22110.0034337888,-6671.43077412796,1.70115567681868e-07,15,1e-08
0.423961569411397,0.867131084492324,0.135433413656929,-0.268581534411438,2.6866701943134,-531249.988773676,-64479.9428129224,-531249.988836185,-64479.9428298289,-530824.38791252,-64365.7005700041,1.70115567681868e-07,15,1e-08
-0.0621679415972136,1.98055795619745,-0.392099758850775,-0.316635817098153,1.19355356279478,-610398.962368674,96264.4870828545,-610398.962357356,96264.4870738227,-610229.596217501,96103.0234566209,1.70115567681868e-07,15,1e-08
0.348747353910473,1.68252052256715,0.469931444375661,-0.088145494726003,-0.293874913923135,17662.8110034062,-5053.48114783314,17662.8110051845,-5053.48114823184,17732.0295412073,-5072.91121660273,1.70115567681868e-07,15,1e-08
0.237068376069122,1.45586923255255,-0.441841724949374,-0.263193551464973,-0.770154665442389,102037.856290903,5587.62199571588,102037.856289291,5587.62199772047,102297.978349063,5501.71918101517,1.70115567681868e-07,15,1e-08
-0.505250052972287,1.94706894631219,-0.0618253261590237,0.196937963827053,2.81703997056615,30209.892304388,1960.32782019112,30209.8923067993,1960.32781984008,30063.3272984333,1954.07389203669,1.70115567681868e-07,15,1e-08
0.304685587557792,2.28890783737681,0.0368192420600233,-0.260228264636022,0.0463876938088084,27337.9216897219,-10356.6363607932,27337.921676799,-10356.6363530708,27124.3900743494,-10234.8717538662,1.70115567681868e-07,15,1e-08
-1.7787687448702,1.15334261128556,0.290481778663364,0.335396844997869,-1.06270281648066,-40754986.4667523,3261890.74476004,-40754986.4666105,3261890.74478742,-40754523.0168554,3261977.07100646,1.70115567681868e-07,15,1e-08
-1.51004284395214,1.02144572270271,-0.378871482927579,0.334011258488167,0.380449030456518,175080.03598781,61079.1801702595,175080.036009884,61079.1801742428,175027.630782487,61070.5913044219,1.70115567681868e-07,15,1e-08
-1.88693177772365,2.20729179203154,-0.0591920261448234,-0.214473625951934,1.82351439414158,3900.01238196623,-2316.72978352978,3900.01237942622,-2316.72978322883,3898.88448934002,-2315.8975792018,1.70115567681868e-07,15,1e-08
-1.18667417309184,1.83125314980446,-0.200288430456548,0.25354013048683,2.40025068122889,28597.4613610207,2838.23190978814,28597.4613625248,2838.2319092327,28551.5087054548,2838.21534797959,1.70115567681868e-07,15,1e-08
-1.02830677577629,1.47519603321495,-0.18798928430666,0.357545875979453,0.730118534206974,1117.1704359656,1993.14796610275,1117.17043868946,1993.14796637979,1118.85024199106,1993.1250215842,1.70115567681868e-07,15,1e-08
-1.32162742056526,1.68373274211946,0.278787916065251,0.0901328439371466,-0.0116548966968504,190695.937531217,380009.730141571,190695.937569952,380009.730137978,191116.517042065,379967.25574367,1.70115567681868e-07,15,1e-08
0.0718437728798236,1.94943291863409,-0.494539054968167,-0.133667589135945,1.94599270228266,-1544242.0840235,279936.051691668,-1544242.08403787,279936.051684692,-1544342.22369396,279894.001770106,1.70115567681868e-07,15,1e-08
-1.10811668326603,1.9917002960353,0.249083641335966,-0.0590328132873209,0.836026472538734,-1115.18888528047,1570.13480101679,-1115.18888392206,1570.13480101325,-1092.66331929081,1562.26312131095,1.70115567681868e-07,15,1e-08
-1.29766372578155,2.21810211123052,0.310398430123106,0.286228865034782,-0.852303436222857,-39738308.3833242,24318582.5408371,-39738308.3831781,24318582.5407769,-39737304.9287878,24318164.9609093,1.70115567681868e-07,15,1e-08
-0.643259792104379,1.45801770759927,0.401362243842069,-0.206682536003186,2.38792269153863,-41837.8668796875,-8318.96100039316,-41837.8668683848,-8318.96099843598,-41701.2161750364,-8291.3499768503,1.70115567681868e-07,15,1e-08
-1.64768943756309,1.252320103369,0.126881803230483,-0.165537665623806,1.45050494182204,16123.4335720216,3066.82078369111,16123.4336336473,3066.82079758077,16120.7450221733,3066.30451735912,1.70115567681868e-07,15,1e-08
0.00549245188509939,1.78610173444712,-0.166544671727759,-0.339215663742149,-1.05122041211798,984579.455208988,-104700.891732789,984579.455199574,-104700.891724152,984722.465184965,-104805.511277027,1.70115567681868e-07,15,1e-08
-1.81362339080057,1.44088307542164,-0.0727652674511293,-0.100947596986997,-1.16339635001592,-52875322.0582012,10673685.6880829,-52875322.0580819,10673685.6881014,-52875403.207887,10673674.4286355,1.70115567681868e-07,15,1e-08
0.467217341501293,1.71662860844359,0.469736082287429,-0.413484867750514,-0.845465132671563,27237.8359663222,-1485.33656974188,27237.8359657634,-1485.33656897627,27172.6344790553,-1455.15947928746,1.70115567681868e-07,15,1e-08
-0.0693880767583566,1.44744702151174,0.381186826435852,-0.178965559010889,2.12200887296102,-645179.222435901,-47654.7571079411,-645179.222460784,-47654.7571153623,-644964.853622808,-47593.633719248,1.70115567681868e-07,15,1e-08
-1.50321079616457,1.03585718077327,-0.036474090900558,-0.126520619052143,0.745249629841279,15347.5658238663,4969.93406517435,15347.5658318372,4969.93406684727,15303.3695933166,4962.77139125932,1.70115567681868e-07,15,1e-08
-1.98619470719099,1.52366483175597,0.443063007110922,-0.244520867575868,0.155150847687409,160204.696639116,102819.878703407,160204.696671824,102819.878706777,160225.50280684,102821.559364909,1.70115567681868e-07,15,1e-08
0.0386535711370852,1.86511383853856,0.322954875406459,-0.398641880865012,-0.192457575952916,55917.6477012741,-20448.7514065209,55917.6477046327,-20448.7514074808,55796.778573777,-20399.6754412677,1.70115567681868e-07,15,1e-08
-0.232856640380957,2.03217004603373,0.401089861659795,0.0216672425615551,0.848513504702326,1305.55175956115,-227.890741331483,1305.55176679805,-227.890745482754,1090.2916484239,-98.3213089116215,1.70115567681868e-07,15,1e-08
-0.177482079897532,1.56050816413236,0.182977234575921,0.365081169755471,-0.864385237422041,1850583.16186876,-102804.981546673,1850583.1618453,-102804.981535705,1850219.26323361,-102644.97426199,1.70115567681868e-07,15,1e-08
-0.0718241332851357,1.05472951764303,0.357654043461995,-0.16435525419953,1.29439201320012,-1074732.53036437,-192339.309448369,-1074732.53036551,-192339.309453341,-1074707.35328644,-192283.136111945,1.70115567681868e-07,15,1e-08
-1.81488837066477,1.43927952672954,0.391766141334326,-0.263198428579861,0.337936696819,126314.417047319,52428.2505328623,126314.417070276,52428.2505353889,126339.402608002,52430.4193582724,1.70115567681868e-07,15,1e-08
-1.10383567863932,2.01214494426462,-0.407983415459329,-0.214961782309497,2.26946493013408,22559.7732774823,-33.7154773359012,22559.7732741643,-33.7154776843092,22627.0251904705,-36.053298560583,1.70115567681868e-07,15,1e-08
-1.71032735118718,1.43646081854972,0.465216976660659,0.361887181304237,1.84908603159605,5990.34397659574,-188.960010891327,5990.34396945336,-188.960012355707,5984.48329805086,-189.139212361339,1.70115567681868e-07,15,1e-08
0.157758564688984,1.87376675441934,-0.166386901235937,0.0278075896077976,-1.12577139972549,471002.458551789,-53690.4939867649,471002.458546895,-53690.4939809171,471054.083742694,-53735.0080193469,1.70115567681868e-07,15,1e-08
-0.441754682931105,1.58191688547518,-0.0601004904166446,-0.369209648729225,-0.527082650208772,8138042.82106264,-1755156.8994193,8138042.82078853,-1755156.89934388,8141291.17342313,-1756040.03549374,1.70115567681868e-07,15,1e-08
-1.17275493786838,1.17186779754462,0.291903759192815,0.209221649055462,0.715854409132137,9022.44131648704,3647.71390871663,9022.44131990497,3647.71390918148,9126.88970936693,3654.07124926841,1.70115567681868e-07,15,1e-08
-1.84110412428494,2.02733977432015,0.164896305572498,-0.345631066766551,1.46211732073448,-3065.78871431797,-1339.64090582146,-3065.78872427108,-1339.6409059058,-3066.39081905025,-1339.57732742366,1.70115567681868e-07,15,1e-08
-1.22254419571084,0.929822842128793,0.393059912436057,-0.439755597057763,1.69024778427884,-4781.72091128011,-1480.96383746935,-4781.72089875072,-1480.96383417217,-4770.73947294616,-1477.39166450262,1.70115567681868e-07,15,1e-08
-1.18704169493313,1.60916700383601,-0.0994262492232278,-0.244315123502083,2.09892277515574,27733.3866954498,3498.39790696829,27733.3866828671,3498.39790489139,27765.491347277,3502.2775063939,1.70115567681868e-07,15,1e-08
-0.17598455415484,1.12202488379041,-0.126711836323841,-0.331909820483234,-1.00107840856993,2865552.49280007,327545.865794729,2865552.49278834,327545.865801538,2865690.53862047,327489.435112444,1.70115567681868e-07,15,1e-08
-0.406106321611967,0.903387880267767,-0.46831115045868,0.104997474374668,-1.12529843461171,10282308.9647769,1533740.40887318,10282308.9647687,1533740.4088827,10282450.7549334,1533645.91080959,1.70115567681868e-07,15,1e-08
0.218031856440816,1.57531926264853,-0.0372746233303419,-0.0154335926599581,1.226999560167,-3777958.85036554,165217.508730102,-3777958.85035362,165217.508716412,-3777947.39031576,165202.359385666,1.70115567681868e-07,15,1e-08
-0.819462687095127,1.57012134960076,0.224070770329109,0.224064550492867,1.72541367225144,-3439.82518926634,-639.691506901096,-3439.82518756255,-639.691507282032,-3428.60703911741,-634.222188502575,1.70115567681868e-07,15,1e-08
-1.70101438515425,1.88975323683929,-0.198821282373784,0.0115710502602459,1.9795052690657,8634.71609086685,-1252.26013208459,8634.71608793665,-1252.26013234722,8640.53798001838,-1253.44421716558,1.70115567681868e-07,15,1e-08
-0.216888031942513,1.94810219716472,-0.0372734863261586,-0.0809940647906123,-0.570661037344229,903119.787753163,-264988.110721863,903119.787712272,-264988.110701442,903321.204544421,-265085.383194652,1.70115567681868e-07,15,1e-08
-0.0980373784577564,1.92195801231415,-0.280602231514722,0.0262186904377431,2.7152363702563,-33710.3017447961,236.549789115263,-33710.3017535806,236.549787915918,-33749.5715612247,233.042217749264,1.70115567681868e-07,15,1e-08
-0.596807006076259,1.43137273387801,0.272787805871461,-0.0655138869122222,-0.272741082632759,-558074.559854915,309276.305048067,-558074.5597851,309276.305038767,-557156.796974973,309149.04407195,1.70115567681868e-07,15,1e-08
-0.0725820501135974,1.77380833533617,-0.439488438658853,-0.46291310608596,-0.188266575420382,139162.052149181,-43296.6055791914,139162.052145142,-43296.605576662,141484.336192834,-44128.1188965318,1.70115567681868e-07,15,1e-08
-0.765511009089023,1.68941454758351,0.205383055000498,0.18069911299624,-0.576426551559178,-13188880.4323334,5192380.30676539,-13188880.4321018,5192380.30670396,-13186681.4780429,5191792.48696301,1.70115567681868e-07,15,1e-08
-0.693167926545015,1.44987650626426,-0.121059988255017,0.462130326214455,-1.02521145185783,32241546.0972263,-3881928.60365729,32241546.0971299,-3881928.60362012,32241402.703886,-3881875.95475364,1.70115567681868e-07,15,1e-08
