reach_con,safe_con,peak1_con,peak2_con,reach_unc,safe_unc,peak1_unc,peak2_unc,x1_0,x2_0,xi0
1,1,4.63124109073572,2.38002390145469,1,1,4.74476732388707,2.65361588765823,-1.69476684250417,0.934761775823349,5
0,0,50.5035742993809,8.57104167892131,0,0,105.95705990788,9.64096747202236,-0.000469996697760156,1.64981615646363,5
0,0,7.96279494072496,3.64053523475484,0,0,5.00484190486478,7.70570864346387,0.716919984483762,1.7654825798139,5
0,0,10.5696237285025,24.8321022249123,0,0,11.9741723253733,11.6549468544884,-0.476235467405846,1.67819143142253,5
0,0,58.2316002596753,7.17893836854546,0,0,79.5003755078654,13.2312321146952,-1.73625461237638,-1.52784393625392,5
0,0,15.1524412183838,8.35093470751113,0,0,16.0605892637961,3.61618228211804,-0.847417602768026,-1.62437731558668,5
0,0,12.5524480099505,6.1764194757404,0,0,12.2371622675052,6.38875644872832,1.63837411087845,-0.332618798865678,5
0,0,7.23770232421456,4.18857995303644,0,0,3.96178599640512,10.7059835916743,1.72482407875609,1.34806229029456,5
0,0,4.24460361424755,1.42421922089876,0,0,7.43335760955926,12.1063506147089,1.80051800165458,0.216527707962901,5
0,0,8.49377584787465,6.45685278547126,0,0,7.76198358883595,5.44817443620196,-1.07878848391614,-1.33149306436775,5
0,0,25.7752295542798,4.18124989172271,0,0,14.2663331847732,5.26802666188244,1.63651349954693,1.1005367201004,5
0,0,13.8903145138114,20.9760435719772,0,0,17.8515566905443,28.5368126359805,-1.467322216963,-1.33919387748392,5
0,0,9.6906711159743,6.34133875552007,0,0,9.68153599610949,5.29658785382918,0.0936503226950633,1.57996576067539,5
0,0,2.74390338775258,13.4933489992282,0,0,2.28217390461998,9.04190661299158,0.676052963535655,-1.67303965063023,5
0,0,7.01997758958576,6.88426426031696,0,0,7.31580358773497,6.21111642100767,-0.510461242459764,1.45980502960878,5
0,0,8.93273982185386,7.43501931083306,0,0,9.57652372082693,7.013449221508,1.35167197723704,-1.17637292421312,5
0,0,12.92882684899,6.85928498246146,0,0,13.9196642148901,8.34147234446858,0.290501330575816,1.98008226823955,5
0,0,1.80436499571665,4.70269102993304,0,0,88.1620892964542,21.8480334069684,-0.588086536222421,1.84001303672046,5
0,0,4.2399141649078,5.4215216035029,0,0,10.8537716665827,7.0672389404777,-0.518595668047859,-1.84488143550701,5
0,0,3.0741439293676,4.46767526268578,1,1,4.06809526894289,9.0090484565625,-0.163628088434274,-1.70635577395511,5
0,0,5.63142119709537,7.72956838996864,0,0,5.05269280439004,9.13500095707202,1.62569307665735,-0.923505432855603,5
1,1,8.28270372326235,7.61647341025495,0,0,5.47281841312705,2.99235421928439,-0.310503825427439,1.72472471985645,5
0,0,5.36653650367575,3.56709229324388,0,0,10.1278045174121,5.51579297394669,-0.294185709260231,-1.64733712632158,5
0,0,4.87807796587811,2.42058979131789,0,0,4.58504744789162,2.17916577081556,0.537519474535355,1.69216662395235,5
0,0,3.88304833676849,6.20784394528334,0,0,3.79180062686941,7.92499164668647,1.8218732920117,-0.643883743080568,5
0,0,2.41833875131343,6.03613233708331,0,0,4.75706975884063,5.65506336043229,0.370378749293492,-1.88686691080758,5
0,0,11.6596228492958,7.15687063274687,0,0,6.92810813577768,8.8941692743917,1.85988399814451,0.506715841276407,5
0,0,4.16753615319725,18.801360571021,0,0,4.67715549303105,15.1173720320157,1.78019289517118,-1.40755480256273,5
0,0,9.37697276599226,5.55531617491395,0,0,8.25093299504034,9.71641054140754,1.36590685959359,-1.65876479587211,5
0,0,26.097789993988,5.36706789613872,0,0,13.612989054294,2.22554400962146,-0.765065370808658,-1.70597558014533,5
0,0,8.03447389421436,3.08697759227726,0,0,7.60578574240967,3.18870142723736,-1.4524955248102,1.41855587402223,5
0,0,8.48541456003984,8.05383354194161,0,0,11.6604809887472,4.03785530765933,-0.625853881182567,-1.89354429227076,5
0,0,7.36721580793419,9.74191019768832,0,0,12.0205118415226,7.0054148613818,1.18556280313019,1.6830213603488,5
0,0,29.7296339725189,4.11579329730086,0,0,11.6292525336174,8.39457946966986,1.54915580741094,1.02046893298536,5
0,0,7.08326767551406,3.56250352073127,0,0,41.808427178994,3.85580615641316,1.75644541492874,0.854265737735176,5
0,0,12.2188590518535,11.0790208871206,0,0,10.5705684601004,9.15990616434449,-1.83737676225326,-0.69985547047479,5
0,0,12.124588840011,5.47721536868818,0,0,7.45432078619359,11.1726887238284,1.50268689948033,-1.60730019883593,5
0,0,9.52594164883629,16.2477028691063,0,0,7.53698536750107,10.7009526323652,-0.096942002303023,1.73178171701346,5
0,0,18.7821234517127,4.59175103551056,0,0,19.0522557683152,4.26248191630936,-1.41140971223323,1.26846264453549,5
1,1,3.53325246041572,4.19018396506791,1,1,4.2338079186394,1.56001670642524,-1.72299171996066,-1.27549635845734,5
0,0,6.14520334627961,5.9131186027681,0,0,7.21995703926187,2.49910562211618,1.25131820065483,1.51049781730853,5
0,0,23.1641707717909,7.65495499605096,0,0,23.2538951013599,8.46494383724806,-0.289180667889798,1.96021288121549,5
0,0,22.8878100248217,5.92328348980971,0,0,26.7905543283079,7.50054068765175,0.912645132588535,1.91712594454039,5
0,0,10.2375037617864,4.15828069003189,0,0,9.96868958635888,4.58536061501866,-1.77800198754911,1.46841160222596,5
0,0,34.6449390150697,18.2770418754533,0,0,26.2385556460249,5.68807463906517,0.165768528380879,1.80683552810785,5
0,0,57.5584299098249,5.980373657485,0,0,95.4058317909118,4.46898861127897,1.76723707276579,-0.535947260637804,5
0,0,4.96964541760071,6.613593817374,0,0,4.58958830431581,5.77353759853483,1.12892060529511,-1.33875802973784,5
0,0,5.07639653902117,6.75615228950794,0,0,5.43681867569155,6.23978318377292,-0.902965627222315,1.48440062796986,5
1,1,6.77533224574267,7.02912064070522,0,0,7.34561329028675,2.98128032495276,-1.32359574653847,-1.5890031530412,5
0,0,9.10244660111741,3.55844577607877,0,0,9.9513186265471,3.57291589122422,1.50680372072654,-1.68176901703169,5
0,0,29.1155465548506,5.23482188834105,0,0,26.6028093426835,5.17995693079307,1.63672985504339,-0.61897944062601,5
0,0,12.2246940209845,7.87213551531423,0,0,12.9765053476248,7.73001339935084,1.38138063505589,-1.07306231077624,5
0,0,20.9642511596845,18.7060708058633,0,0,21.1034660808151,5.43905113416096,-1.32689877853102,1.83104741704797,5
0,0,4.64274930820529,5.19773162021963,0,0,4.2685581133155,5.17779229673275,1.23134183718428,-1.37903080041883,5
0,0,2.75113202302622,7.3985988324195,0,0,2.92334478277655,7.31069645937926,-1.34113336488395,1.37643214267318,5
0,0,82.3513923595991,5.70538429912844,0,0,4.04284482299677,5.32436369700292,-1.85788478067855,-0.907265469024548,5
0,0,10.6996287127244,5.62656774055023,0,0,10.4172178441803,6.07657597594206,-1.74551085720579,0.949198104785005,5
0,0,9.42489459062636,6.70969262635676,0,0,9.06417266936477,7.64116099232743,-1.40205478670308,-1.05638618889869,5
0,0,20.1877818216591,14.4507767214387,0,0,18.6504571789157,11.2116747230607,-1.90723852760255,-0.975824953812606,5
0,0,23.9378272367739,6.90064309646343,0,0,29.5846659512796,7.78835663459962,0.0988793470745275,1.70346061092432,5
0,0,5.83879008588229,8.06695491688535,0,0,6.95749910000444,9.96937325238446,0.786783608757652,1.56481412628717,5
