mu,xi0,ub1,ub2,n_valid_samples,feasible,lambda,delta,pinf,dinf,feasratio
0.1,1e-09,7.649248164863,5.00251573336484,168,1,1.12958883971666e-09,20.9225244764425,0,0,0.293249052924671
