mu,xi0,ub1,ub2,n_valid_samples,slack_weight,lambda,delta,slack1_max,slack2_max
0.1,10,5.0018829935041,5.00187812945597,158,1,10.0000000854254,109.499600007524,2.08637689043383,0.726865625705711
