mu,xi0,ub_req,n_valid_samples,slack_weight,lambda,delta,slack1_max,slack1_p50,slack1_p90,slack1_p99,slack1_nz_frac,slack2_max,slack2_p50,slack2_p90,slack2_p99,slack2_nz_frac
0.1,1e-09,5,250,100,1.12958883971666e-09,148.115345136783,32.9266712886759,0.00251525801866875,7.46174169214964,28.0780318812041,1,3.20076608192242,0.00251356867504353,0.0105761368630784,2.85731151012961,1
